A,Z,E(y),Sigma,Sigma Uncertainty,Half life (seconds),K0,K0 Uncertainty,Number of Isotope,Isotope Name
100.0,42.0,333.61,0.000141,6.89e-06,877.0,4.45e-06,2.18e-07,101.0,Mo
100.0,42.0,347.56,2.02e-05,1.86e-06,877.0,6.38e-07,5.88e-08,101.0,Mo
100.0,42.0,352.97,2.78e-05,1.92e-06,877.0,8.78e-07,6.06e-08,101.0,Mo
100.0,42.0,358.2,8.7e-06,1.81e-06,877.0,2.75e-07,5.72e-08,101.0,Mo
100.0,42.0,368.4,1.9e-05,3.03e-06,877.0,6e-07,9.57e-08,101.0,Mo
100.0,42.0,370.0,2.3e-05,3.05e-06,877.0,7.27e-07,9.63e-08,101.0,Mo
100.0,42.0,371.6,3.03e-05,2.6e-06,877.0,9.57e-07,8.21e-08,101.0,Mo
100.0,42.0,377.9,3.1e-05,8.03e-06,877.0,9.79e-07,2.54e-07,101.0,Mo
100.0,42.0,378.99,6.1e-05,3.34e-06,877.0,1.93e-06,1.06e-07,101.0,Mo
100.0,42.0,381.12,6.3e-05,4.28e-06,877.0,1.99e-06,1.35e-07,101.0,Mo
100.0,42.0,398.84,0.000171,6.48e-06,877.0,5.4e-06,2.05e-07,101.0,Mo
100.0,42.0,408.69,0.000303,1.32e-05,877.0,9.57e-06,4.17e-07,101.0,Mo
100.0,42.0,421.67,0.000108,8.41e-06,877.0,3.41e-06,2.66e-07,101.0,Mo
100.0,42.0,442.0,1.05e-05,1.42e-06,877.0,3.32e-07,4.49e-08,101.0,Mo
100.0,42.0,448.6,0.000133,6.8e-06,877.0,4.2e-06,2.15e-07,101.0,Mo
100.0,42.0,452.5,1.51e-05,1.16e-06,877.0,4.77e-07,3.66e-08,101.0,Mo
100.0,42.0,491.5,1.33e-05,1.15e-06,877.0,4.2e-07,3.63e-08,101.0,Mo
100.0,42.0,497.0,2.9e-05,3.08e-06,877.0,9.16e-07,9.73e-08,101.0,Mo
100.0,42.0,499.65,0.000276,1.12e-05,877.0,8.72e-06,3.54e-07,101.0,Mo
100.0,42.0,505.05,7.2e-05,7.21e-06,877.0,2.27e-06,2.28e-07,101.0,Mo
100.0,42.0,505.92,0.0023,7.46e-05,877.0,7.27e-05,2.36e-06,101.0,Mo
100.0,42.0,510.21,4.9e-05,7.1e-06,877.0,1.55e-06,2.24e-07,101.0,Mo
100.0,42.0,512.83,0.000278,1.92e-05,877.0,8.78e-06,6.06e-07,101.0,Mo
100.0,42.0,514.1,0.00016,7.13e-06,877.0,5.05e-06,2.25e-07,101.0,Mo
100.0,42.0,515.42,0.00016,7.13e-06,877.0,5.05e-06,2.25e-07,101.0,Mo
100.0,42.0,523.83,3.14e-05,1.95e-06,877.0,9.92e-07,6.16e-08,101.0,Mo
100.0,42.0,533.57,7.9e-05,4.43e-06,877.0,2.5e-06,1.4e-07,101.0,Mo
100.0,42.0,540.1,1.87e-05,2.54e-06,877.0,5.91e-07,8.02e-08,101.0,Mo
100.0,42.0,560.3,1.37e-05,1.44e-06,877.0,4.33e-07,4.55e-08,101.0,Mo
100.0,42.0,566.62,0.000162,8.01e-06,877.0,5.12e-06,2.53e-07,101.0,Mo
100.0,42.0,571.62,3.5e-05,2.36e-06,877.0,1.11e-06,7.45e-08,101.0,Mo
100.0,42.0,582.9,1.59e-05,2.53e-06,877.0,5.02e-07,7.99e-08,101.0,Mo
100.0,42.0,590.1,0.0038,0.000193,877.0,0.00012,6.1e-06,101.0,Mo
100.0,42.0,590.1,0.00022,2.26e-05,877.0,6.95e-06,7.14e-07,101.0,Mo
100.0,42.0,602.98,1.84e-05,1.85e-06,877.0,5.81e-07,5.84e-08,101.0,Mo
100.0,42.0,606.8,1.4e-05,4.01e-06,877.0,4.42e-07,1.27e-07,101.0,Mo
100.0,42.0,608.34,0.000202,8.52e-06,877.0,6.38e-06,2.69e-07,101.0,Mo
100.0,42.0,611.6,2.6e-05,4.05e-06,877.0,8.21e-07,1.28e-07,101.0,Mo
100.0,42.0,625.3,1.8e-05,2.54e-06,877.0,5.69e-07,8.02e-08,101.0,Mo
100.0,42.0,642.71,0.00024,1.07e-05,877.0,7.58e-06,3.38e-07,101.0,Mo
100.0,42.0,650.9,5e-06,1.11e-06,877.0,1.58e-07,3.51e-08,101.0,Mo
100.0,42.0,652.7,5.4e-06,1.8e-06,877.0,1.71e-07,5.69e-08,101.0,Mo
100.0,42.0,660.64,4.43e-05,2.45e-06,877.0,1.4e-06,7.74e-08,101.0,Mo
100.0,42.0,675.9,9e-06,1.42e-06,877.0,2.84e-07,4.49e-08,101.0,Mo
100.0,42.0,686.0,1.33e-05,1.15e-06,877.0,4.2e-07,3.63e-08,101.0,Mo
100.0,42.0,695.56,0.00132,4.37e-05,877.0,4.17e-05,1.38e-06,101.0,Mo
100.0,42.0,701.8,7.1e-05,4.35e-06,877.0,2.24e-06,1.37e-07,101.0,Mo
100.0,42.0,707.8,1.26e-05,2.52e-06,877.0,3.98e-07,7.96e-08,101.0,Mo
100.0,42.0,713.04,0.00066,3.4e-05,877.0,2.08e-05,1.07e-06,101.0,Mo
100.0,42.0,728.19,1.95e-05,1.86e-06,877.0,6.16e-07,5.88e-08,101.0,Mo
100.0,42.0,732.98,5.3e-05,3.26e-06,877.0,1.67e-06,1.03e-07,101.0,Mo
100.0,42.0,737.3,6.8e-06,1.41e-06,877.0,2.15e-07,4.45e-08,101.0,Mo
100.0,42.0,739.54,5.9e-05,3.32e-06,877.0,1.86e-06,1.05e-07,101.0,Mo
100.0,42.0,775.8,2.1e-05,4.03e-06,877.0,6.63e-07,1.27e-07,101.0,Mo
100.0,42.0,778.29,0.000193,9.25e-06,877.0,6.1e-06,2.92e-07,101.0,Mo
100.0,42.0,798.0,1.37e-05,1.83e-06,877.0,4.33e-07,5.78e-08,101.0,Mo
100.0,42.0,804.29,0.00019,9.22e-06,877.0,6e-06,2.91e-07,101.0,Mo
100.0,42.0,815.29,3.7e-05,5.08e-06,877.0,1.17e-06,1.6e-07,101.0,Mo
100.0,42.0,847.24,1.48e-05,1.83e-06,877.0,4.67e-07,5.78e-08,101.0,Mo
100.0,42.0,859.13,2.45e-05,1.89e-06,877.0,7.74e-07,5.97e-08,101.0,Mo
100.0,42.0,869.7,5.7e-05,4.23e-06,877.0,1.8e-06,1.34e-07,101.0,Mo
100.0,42.0,871.08,0.000339,1.62e-05,877.0,1.07e-05,5.12e-07,101.0,Mo
100.0,42.0,877.39,0.00064,4.29e-05,877.0,2.02e-05,1.36e-06,101.0,Mo
100.0,42.0,883.39,0.000128,6.75e-06,877.0,4.04e-06,2.13e-07,101.0,Mo
100.0,42.0,887.0,3.71e-05,2.65e-06,877.0,1.17e-06,8.37e-08,101.0,Mo
100.0,42.0,888.7,4.7e-05,3.21e-06,877.0,1.48e-06,1.01e-07,101.0,Mo
100.0,42.0,894.4,1.1e-05,5.01e-06,877.0,3.47e-07,1.58e-07,101.0,Mo
100.0,42.0,895.89,3.42e-05,2.35e-06,877.0,1.08e-06,7.42e-08,101.0,Mo
100.0,42.0,903.55,4.33e-05,2.43e-06,877.0,1.37e-06,7.68e-08,101.0,Mo
100.0,42.0,933.3,0.000119,1.14e-05,877.0,3.76e-06,3.6e-07,101.0,Mo
100.0,42.0,934.21,0.00081,5.37e-05,877.0,2.56e-05,1.7e-06,101.0,Mo
100.0,42.0,943.98,2.13e-05,2.26e-06,877.0,6.73e-07,7.14e-08,101.0,Mo
100.0,42.0,988.05,3.5e-05,2.36e-06,877.0,1.11e-06,7.45e-08,101.0,Mo
100.0,42.0,1007.4,3.4e-05,3.11e-06,877.0,1.07e-06,9.82e-08,101.0,Mo
100.0,42.0,1011.05,0.000177,1.46e-05,877.0,5.59e-06,4.61e-07,101.0,Mo
100.0,42.0,1012.47,0.00258,0.000144,877.0,8.15e-05,4.55e-06,101.0,Mo
100.0,42.0,1018.58,0.000144,7.81e-06,877.0,4.55e-06,2.47e-07,101.0,Mo
100.0,42.0,1020.0,7.6e-05,3.51e-06,877.0,2.4e-06,1.11e-07,101.0,Mo
100.0,42.0,1030.1,1.37e-05,1.44e-06,877.0,4.33e-07,4.55e-08,101.0,Mo
100.0,42.0,1049.8,6.9e-05,4.33e-06,877.0,2.18e-06,1.37e-07,101.0,Mo
100.0,42.0,1064.59,5.4e-05,3.27e-06,877.0,1.71e-06,1.03e-07,101.0,Mo
100.0,42.0,1065.9,3.1e-05,2.32e-06,877.0,9.79e-07,7.33e-08,101.0,Mo
100.0,42.0,1160.98,0.000797,3.15e-05,877.0,2.52e-05,9.95e-07,101.0,Mo
100.0,42.0,1169.23,4.4e-05,3.18e-06,877.0,1.39e-06,1e-07,101.0,Mo
100.0,42.0,1184.19,3.61e-05,2.65e-06,877.0,1.14e-06,8.37e-08,101.0,Mo
100.0,42.0,1186.76,0.0002,9.34e-06,877.0,6.32e-06,2.95e-07,101.0,Mo
100.0,42.0,1199.94,0.000355,1.39e-05,877.0,1.12e-05,4.39e-07,101.0,Mo
100.0,42.0,1209.92,2.6e-05,2.29e-06,877.0,8.21e-07,7.23e-08,101.0,Mo
100.0,42.0,1218.0,1.12e-05,1.43e-06,877.0,3.54e-07,4.52e-08,101.0,Mo
100.0,42.0,1249.4,4.6e-05,3.2e-06,877.0,1.45e-06,1.01e-07,101.0,Mo
100.0,42.0,1251.1,0.00093,3.74e-05,877.0,2.94e-05,1.18e-06,101.0,Mo
100.0,42.0,1260.21,2.92e-05,2.6e-06,877.0,9.22e-07,8.21e-08,101.0,Mo
100.0,42.0,1290.7,2.24e-05,1.5e-06,877.0,7.08e-07,4.74e-08,101.0,Mo
100.0,42.0,1293.29,4.18e-05,2.06e-06,877.0,1.32e-06,6.51e-08,101.0,Mo
100.0,42.0,1304.0,0.000537,1.91e-05,877.0,1.7e-05,6.03e-07,101.0,Mo
100.0,42.0,1308.13,1.73e-05,1.85e-06,877.0,5.46e-07,5.84e-08,101.0,Mo
100.0,42.0,1310.7,6.1e-06,1.41e-06,877.0,1.93e-07,4.45e-08,101.0,Mo
100.0,42.0,1314.28,4.22e-05,2.42e-06,877.0,1.33e-06,7.64e-08,101.0,Mo
100.0,42.0,1325.65,5.5e-05,7.12e-06,877.0,1.74e-06,2.25e-07,101.0,Mo
100.0,42.0,1336.4,3.03e-05,1.58e-06,877.0,9.57e-07,4.99e-08,101.0,Mo
100.0,42.0,1346.09,0.000187,9.18e-06,877.0,5.91e-06,2.9e-07,101.0,Mo
100.0,42.0,1350.8,9.7e-06,1.12e-06,877.0,3.06e-07,3.54e-08,101.0,Mo
100.0,42.0,1355.89,0.000335,1.62e-05,877.0,1.06e-05,5.12e-07,101.0,Mo
100.0,42.0,1377.95,4.72e-05,2.75e-06,877.0,1.49e-06,8.69e-08,101.0,Mo
100.0,42.0,1380.4,2.27e-05,2.27e-06,877.0,7.17e-07,7.17e-08,101.0,Mo
100.0,42.0,1382.71,0.000224,8.84e-06,877.0,7.08e-06,2.79e-07,101.0,Mo
100.0,42.0,1387.6,1.44e-05,1.15e-06,877.0,4.55e-07,3.63e-08,101.0,Mo
100.0,42.0,1394.86,0.000124,5.82e-06,877.0,3.92e-06,1.84e-07,101.0,Mo
100.0,42.0,1414.2,9.8e-05,5.53e-06,877.0,3.1e-06,1.75e-07,101.0,Mo
100.0,42.0,1418.56,0.000177,8.2e-06,877.0,5.59e-06,2.59e-07,101.0,Mo
100.0,42.0,1431.68,7.17e-05,3.04e-06,877.0,2.26e-06,9.6e-08,101.0,Mo
100.0,42.0,1435.1,1.62e-05,1.45e-06,877.0,5.12e-07,4.58e-08,101.0,Mo
100.0,42.0,1440.84,2.99e-05,1.94e-06,877.0,9.44e-07,6.13e-08,101.0,Mo
100.0,42.0,1451.1,1.26e-05,1.43e-06,877.0,3.98e-07,4.52e-08,101.0,Mo
100.0,42.0,1485.9,1.98e-05,1.2e-06,877.0,6.25e-07,3.79e-08,101.0,Mo
100.0,42.0,1507.0,9.7e-06,2.51e-06,877.0,3.06e-07,7.93e-08,101.0,Mo
100.0,42.0,1514.1,3.5e-05,2.36e-06,877.0,1.11e-06,7.45e-08,101.0,Mo
100.0,42.0,1517.8,4.3e-05,3.17e-06,877.0,1.36e-06,1e-07,101.0,Mo
100.0,42.0,1520.4,4.5e-05,6.1e-06,877.0,1.42e-06,1.93e-07,101.0,Mo
100.0,42.0,1523.0,5.55e-05,2.83e-06,877.0,1.75e-06,8.94e-08,101.0,Mo
100.0,42.0,1526.6,1.95e-05,1.86e-06,877.0,6.16e-07,5.88e-08,101.0,Mo
100.0,42.0,1530.3,2.9e-05,1.1e-05,877.0,9.16e-07,3.47e-07,101.0,Mo
100.0,42.0,1532.49,0.00121,4.95e-05,877.0,3.82e-05,1.56e-06,101.0,Mo
100.0,42.0,1548.68,2.96e-05,2.31e-06,877.0,9.35e-07,7.3e-08,101.0,Mo
100.0,42.0,1583.1,1.62e-05,1.45e-06,877.0,5.12e-07,4.58e-08,101.0,Mo
100.0,42.0,1589.67,5.37e-05,2.55e-06,877.0,1.7e-06,8.05e-08,101.0,Mo
100.0,42.0,1594.8,4.3e-06,1.1e-06,877.0,1.36e-07,3.47e-08,101.0,Mo
100.0,42.0,1599.26,0.000346,1.63e-05,877.0,1.09e-05,5.15e-07,101.0,Mo
100.0,42.0,1605.3,8.3e-06,1.12e-06,877.0,2.62e-07,3.54e-08,101.0,Mo
100.0,42.0,1609.2,1.77e-05,1.46e-06,877.0,5.59e-07,4.61e-08,101.0,Mo
100.0,42.0,1615.0,1.12e-05,1.13e-06,877.0,3.54e-07,3.57e-08,101.0,Mo
100.0,42.0,1629.4,9.7e-06,1.12e-06,877.0,3.06e-07,3.54e-08,101.0,Mo
100.0,42.0,1646.4,1.55e-05,1.45e-06,877.0,4.9e-07,4.58e-08,101.0,Mo
100.0,42.0,1653.3,1.51e-05,1.16e-06,877.0,4.77e-07,3.66e-08,101.0,Mo
100.0,42.0,1662.49,0.000138,4.17e-06,877.0,4.36e-06,1.32e-07,101.0,Mo
100.0,42.0,1673.91,0.000332,1.61e-05,877.0,1.05e-05,5.09e-07,101.0,Mo
100.0,42.0,1712.93,3.93e-05,2.39e-06,877.0,1.24e-06,7.55e-08,101.0,Mo
100.0,42.0,1722.1,6.5e-06,1.81e-06,877.0,2.05e-07,5.72e-08,101.0,Mo
100.0,42.0,1754.9,7.4e-05,3.49e-06,877.0,2.34e-06,1.1e-07,101.0,Mo
100.0,42.0,1759.72,0.000199,1.02e-05,877.0,6.29e-06,3.22e-07,101.0,Mo
100.0,42.0,1768.22,2.81e-05,1.92e-06,877.0,8.88e-07,6.06e-08,101.0,Mo
100.0,42.0,1840.24,0.000278,1.92e-05,877.0,8.78e-06,6.06e-07,101.0,Mo
100.0,42.0,1882.26,1.69e-05,1.17e-06,877.0,5.34e-07,3.7e-08,101.0,Mo
100.0,42.0,1888.3,8.7e-06,1.42e-06,877.0,2.75e-07,4.49e-08,101.0,Mo
100.0,42.0,1921.4,1.05e-05,1.42e-06,877.0,3.32e-07,4.49e-08,101.0,Mo
100.0,42.0,1941.8,1.08e-05,1.13e-06,877.0,3.41e-07,3.57e-08,101.0,Mo
100.0,42.0,1946.54,1.59e-05,1.16e-06,877.0,5.02e-07,3.66e-08,101.0,Mo
100.0,42.0,2024.4,1.33e-05,1.44e-06,877.0,4.2e-07,4.55e-08,101.0,Mo
100.0,42.0,2032.1,0.00131,5.09e-05,877.0,4.14e-05,1.61e-06,101.0,Mo
100.0,42.0,2038.4,4.1e-05,5.1e-06,877.0,1.3e-06,1.61e-07,101.0,Mo
100.0,42.0,2041.24,0.000425,1.73e-05,877.0,1.34e-05,5.46e-07,101.0,Mo
100.0,42.0,2047.31,1.77e-05,1.46e-06,877.0,5.59e-07,4.61e-08,101.0,Mo
100.0,42.0,2114.34,0.000114,5.7e-06,877.0,3.6e-06,1.8e-07,101.0,Mo
102.0,44.0,210.519,0.033,0.00301,0.00169,0.000989,9.03e-05,103.0,Ru
102.0,44.0,213.4,0.0026,0.0006,0.00169,7.8e-05,1.8e-05,103.0,Ru
104.0,44.0,62.39,0.000106,1.51e-05,16000.0,3.18e-06,4.53e-07,105.0,Ru
104.0,44.0,81.2,8.3e-05,1.51e-05,16000.0,2.49e-06,4.53e-07,105.0,Ru
104.0,44.0,129.782,0.00909,0.000267,16000.0,0.000273,8.01e-06,105.0,Ru
104.0,44.0,139.33,7.6e-05,1.5e-05,16000.0,2.28e-06,4.5e-07,105.0,Ru
104.0,44.0,149.1,0.0028,0.000303,16000.0,8.4e-05,9.09e-06,105.0,Ru
104.0,44.0,163.46,0.00025,3.02e-05,16000.0,7.5e-06,9.06e-07,105.0,Ru
104.0,44.0,183.6,0.000159,1.52e-05,16000.0,4.77e-06,4.56e-07,105.0,Ru
104.0,44.0,225.08,0.000197,1.53e-05,16000.0,5.91e-06,4.59e-07,105.0,Ru
104.0,44.0,245.21,4e-05,8.02e-06,16000.0,1.2e-06,2.4e-07,105.0,Ru
104.0,44.0,254.88,0.000106,1.51e-05,16000.0,3.18e-06,4.53e-07,105.0,Ru
104.0,44.0,262.83,0.0105,0.000278,16000.0,0.000315,8.34e-06,105.0,Ru
104.0,44.0,286.3,4.5e-05,8.03e-06,16000.0,1.35e-06,2.41e-07,105.0,Ru
104.0,44.0,306.66,0.000129,1.51e-05,16000.0,3.87e-06,4.53e-07,105.0,Ru
104.0,44.0,316.44,0.0178,0.000656,16000.0,0.000534,1.97e-05,105.0,Ru
104.0,44.0,326.14,0.0017,0.000192,16000.0,5.1e-05,5.76e-06,105.0,Ru
104.0,44.0,330.85,0.00107,0.000121,16000.0,3.21e-05,3.63e-06,105.0,Ru
104.0,44.0,339.4,2.3e-05,8.01e-06,16000.0,6.9e-07,2.4e-07,105.0,Ru
104.0,44.0,343.3,4.5e-05,8.03e-06,16000.0,1.35e-06,2.41e-07,105.0,Ru
104.0,44.0,349.96,0.000462,2.4e-05,16000.0,1.39e-05,7.2e-07,105.0,Ru
104.0,44.0,350.18,0.00163,0.000192,16000.0,4.89e-05,5.76e-06,105.0,Ru
104.0,44.0,369.45,7.6e-05,1.5e-05,16000.0,2.28e-06,4.5e-07,105.0,Ru
104.0,44.0,393.36,0.00605,0.000121,16000.0,0.000181,3.63e-06,105.0,Ru
104.0,44.0,407.6,0.000144,1.52e-05,16000.0,4.32e-06,4.56e-07,105.0,Ru
104.0,44.0,413.53,0.0036,0.000404,16000.0,0.000108,1.21e-05,105.0,Ru
104.0,44.0,469.37,0.0281,0.000903,16000.0,0.000843,2.71e-05,105.0,Ru
104.0,44.0,470.1,0.0003,4.02e-05,16000.0,9e-06,1.21e-06,105.0,Ru
104.0,44.0,489.48,0.00088,0.000101,16000.0,2.64e-05,3.03e-06,105.0,Ru
104.0,44.0,499.3,0.0033,0.000502,16000.0,9.89e-05,1.51e-05,105.0,Ru
104.0,44.0,500.1,0.00089,0.000121,16000.0,2.67e-05,3.63e-06,105.0,Ru
104.0,44.0,513.73,0.00033,8.02e-05,16000.0,9.89e-06,2.4e-06,105.0,Ru
104.0,44.0,539.29,0.000182,1.52e-05,16000.0,5.46e-06,4.56e-07,105.0,Ru
104.0,44.0,559.24,0.000174,1.52e-05,16000.0,5.22e-06,4.56e-07,105.0,Ru
104.0,44.0,572.0,1.5e-05,8e-06,16000.0,4.5e-07,2.4e-07,105.0,Ru
104.0,44.0,575.07,0.00136,0.000151,16000.0,4.08e-05,4.53e-06,105.0,Ru
104.0,44.0,577.0,3e-05,8.01e-06,16000.0,9e-07,2.4e-07,105.0,Ru
104.0,44.0,591.2,0.000129,1.51e-05,16000.0,3.87e-06,4.53e-07,105.0,Ru
104.0,44.0,597.1,4.8e-05,1.1e-05,16000.0,1.44e-06,3.3e-07,105.0,Ru
104.0,44.0,621.04,0.000114,1.51e-05,16000.0,3.42e-06,4.53e-07,105.0,Ru
104.0,44.0,632.34,0.000242,2.33e-05,16000.0,7.26e-06,6.99e-07,105.0,Ru
104.0,44.0,635.5,2.3e-05,8.01e-06,16000.0,6.9e-07,2.4e-07,105.0,Ru
104.0,44.0,638.66,0.00036,4.04e-05,16000.0,1.08e-05,1.21e-06,105.0,Ru
104.0,44.0,652.7,0.00049,5.05e-05,16000.0,1.47e-05,1.51e-06,105.0,Ru
104.0,44.0,656.21,0.0033,0.000502,16000.0,9.89e-05,1.51e-05,105.0,Ru
104.0,44.0,676.36,0.0251,0.000883,16000.0,0.000753,2.65e-05,105.0,Ru
104.0,44.0,701.0,3e-05,8.01e-06,16000.0,9e-07,2.4e-07,105.0,Ru
104.0,44.0,707.0,1.5e-05,8e-06,16000.0,4.5e-07,2.4e-07,105.0,Ru
104.0,44.0,724.3,0.076,0.00113,16000.0,0.00228,3.39e-05,105.0,Ru
104.0,44.0,738.27,0.000121,1.51e-05,16000.0,3.63e-06,4.53e-07,105.0,Ru
104.0,44.0,805.84,7.3e-05,1.5e-05,16000.0,2.19e-06,4.5e-07,105.0,Ru
104.0,44.0,820.0,2.3e-05,8.01e-06,16000.0,6.9e-07,2.4e-07,105.0,Ru
104.0,44.0,821.98,0.00034,7.02e-05,16000.0,1.02e-05,2.1e-06,105.0,Ru
104.0,44.0,845.91,0.00101,0.000111,16000.0,3.03e-05,3.33e-06,105.0,Ru
104.0,44.0,846.9,4.5e-05,8.03e-06,16000.0,1.35e-06,2.41e-07,105.0,Ru
104.0,44.0,851.98,0.00025,3.02e-05,16000.0,7.5e-06,9.06e-07,105.0,Ru
104.0,44.0,875.85,0.00401,0.000161,16000.0,0.00012,4.83e-06,105.0,Ru
104.0,44.0,878.2,0.00076,8.08e-05,16000.0,2.28e-05,2.42e-06,105.0,Ru
104.0,44.0,907.64,0.00085,9.09e-05,16000.0,2.55e-05,2.73e-06,105.0,Ru
104.0,44.0,952.78,2.42e-05,2.33e-06,16000.0,7.26e-07,6.99e-08,105.0,Ru
104.0,44.0,969.44,0.00337,0.000121,16000.0,0.000101,3.63e-06,105.0,Ru
104.0,44.0,984.6,1.7e-05,3.01e-06,16000.0,5.1e-07,9.03e-08,105.0,Ru
104.0,44.0,987.0,1.14e-05,2.31e-06,16000.0,3.42e-07,6.93e-08,105.0,Ru
104.0,44.0,1017.47,0.00052,5.06e-05,16000.0,1.56e-05,1.52e-06,105.0,Ru
104.0,44.0,1059.6,4.3e-05,1.1e-05,16000.0,1.29e-06,3.3e-07,105.0,Ru
104.0,44.0,1082.7,1.3e-05,3.01e-06,16000.0,3.9e-07,9.03e-08,105.0,Ru
104.0,44.0,1085.4,7.6e-06,2.3e-06,16000.0,2.28e-07,6.9e-08,105.0,Ru
104.0,44.0,1094.0,5.3e-06,1.5e-06,16000.0,1.59e-07,4.5e-08,105.0,Ru
104.0,44.0,1172.58,1.2e-05,3.01e-06,16000.0,3.6e-07,9.03e-08,105.0,Ru
104.0,44.0,1209.0,0.0,3e-05,16000.0,0.0,9e-07,105.0,Ru
104.0,44.0,1215.38,0.000114,1.51e-05,16000.0,3.42e-06,4.53e-07,105.0,Ru
104.0,44.0,1222.0,3e-05,4.02e-06,16000.0,9e-07,1.21e-07,105.0,Ru
104.0,44.0,1229.5,9.1e-06,2.3e-06,16000.0,2.73e-07,6.9e-08,105.0,Ru
104.0,44.0,1238.8,3e-06,8.01e-07,16000.0,9e-08,2.4e-08,105.0,Ru
104.0,44.0,1251.89,3.1e-05,4.03e-06,16000.0,9.3e-07,1.21e-07,105.0,Ru
104.0,44.0,1321.26,0.00033,4.03e-05,16000.0,9.89e-06,1.21e-06,105.0,Ru
104.0,44.0,1357.2,3.8e-06,8.02e-07,16000.0,1.14e-07,2.4e-08,105.0,Ru
104.0,44.0,1377.06,9.1e-05,1.51e-05,16000.0,2.73e-06,4.53e-07,105.0,Ru
104.0,44.0,1441.2,0.0,3e-05,16000.0,0.0,9e-07,105.0,Ru
104.0,44.0,1571.0,1.5e-06,8e-07,16000.0,4.5e-08,2.4e-08,105.0,Ru
104.0,44.0,1698.1,0.000121,2.31e-05,16000.0,3.63e-06,6.93e-07,105.0,Ru
104.0,44.0,1708.7,8e-07,4e-07,16000.0,2.4e-08,1.2e-08,105.0,Ru
104.0,44.0,1721.36,5.3e-05,1.5e-05,16000.0,1.59e-06,4.5e-07,105.0,Ru
104.0,44.0,1765.4,3e-07,2.3e-07,16000.0,9e-09,6.9e-09,105.0,Ru
104.0,44.0,1809.0,4e-07,3e-07,16000.0,1.2e-08,9e-09,105.0,Ru
104.0,44.0,1829.6,1.2e-06,9e-07,16000.0,3.6e-08,2.7e-08,105.0,Ru
103.0,45.0,32.11,5.6e-05,1.1e-05,260.0,1.65e-06,3.24e-07,104.0,Rh
103.0,45.0,51.5,5.2,0.3,260.0,0.153,0.00883,104.0,Rh
103.0,45.0,77.533,0.201,0.017,260.0,0.00592,0.000501,104.0,Rh
103.0,45.0,97.14,0.31,0.03,260.0,0.00913,0.000883,104.0,Rh
103.0,45.0,451.16,0.0097,0.0009,42.3,0.000286,2.65e-05,104.0,Rh
103.0,45.0,460.5,0.0057,0.0,42.3,0.000168,0.0,104.0,Rh
103.0,45.0,479.1,0.0047,0.0,42.3,0.000138,0.0,104.0,Rh
103.0,45.0,488.5,0.0044,0.0,42.3,0.00013,0.0,104.0,Rh
103.0,45.0,497.8,0.0035,0.0,42.3,0.000103,0.0,104.0,Rh
103.0,45.0,555.81,3.14,0.09,42.3,0.0925,0.00265,104.0,Rh
103.0,45.0,767.1,0.018,0.0,42.3,0.00053,0.0,104.0,Rh
103.0,45.0,777.77,0.0097,0.0009,42.3,0.000286,2.65e-05,104.0,Rh
103.0,45.0,785.88,0.0057,0.0006,42.3,0.000168,1.77e-05,104.0,Rh
103.0,45.0,1237.05,0.104,0.009,42.3,0.00306,0.000265,104.0,Rh
103.0,45.0,1238.02,0.016,0.0,42.3,0.000471,0.0,104.0,Rh
103.0,45.0,1341.67,0.0044,0.0006,42.3,0.00013,1.77e-05,104.0,Rh
103.0,45.0,1689.1,0.00069,0.00019,42.3,2.03e-05,5.6e-06,104.0,Rh
103.0,45.0,1793.83,0.0016,0.00019,42.3,4.71e-05,5.6e-06,104.0,Rh
106.0,46.0,214.9,0.0024,0.0004,21.3,6.83e-05,1.14e-05,107.0,Pd
108.0,46.0,188.99,0.0273,0.0015,281.0,0.000777,4.27e-05,109.0,Pd
110.0,46.0,59.82,0.000118,9.04e-06,1400.0,3.36e-06,2.57e-07,111.0,Pd
110.0,46.0,70.43,0.000168,6.12e-06,1400.0,4.78e-06,1.74e-07,111.0,Pd
110.0,46.0,87.0,3.4e-06,2.39e-08,1400.0,9.68e-08,6.81e-10,111.0,Pd
110.0,46.0,101.4,1.1e-06,6e-07,1400.0,3.13e-08,1.71e-08,111.0,Pd
110.0,46.0,141.8,9e-08,4e-08,1400.0,2.56e-09,1.14e-09,111.0,Pd
110.0,46.0,166.0,2.8e-06,1.9e-06,1400.0,7.97e-08,5.41e-08,111.0,Pd
110.0,46.0,169.4,7e-06,3e-06,1400.0,1.99e-07,8.54e-08,111.0,Pd
110.0,46.0,172.18,0.0015,0.0003,19800.0,4.27e-05,8.54e-06,111.0,Pd
110.0,46.0,202.2,2.2e-06,6e-07,1400.0,6.26e-08,1.71e-08,111.0,Pd
110.0,46.0,230.3,5.2e-06,6.01e-07,1400.0,1.48e-07,1.71e-08,111.0,Pd
110.0,46.0,279.0,2.2e-06,8e-07,1400.0,6.26e-08,2.28e-08,111.0,Pd
110.0,46.0,289.8,2.28e-05,1.71e-06,1400.0,6.49e-07,4.87e-08,111.0,Pd
110.0,46.0,308.4,2.06e-06,1.91e-07,1400.0,5.87e-08,5.44e-09,111.0,Pd
110.0,46.0,316.8,4.5e-06,6.01e-07,1400.0,1.28e-07,1.71e-08,111.0,Pd
