A,Z,E(y),Sigma,Sigma Uncertainty,Half life (seconds),K0,K0 Uncertainty,Number of Isotope,Isotope Name
148.0,60.0,1075.95,3e-05,4.03e-06,6220.0,6.3e-07,8.47e-08,149.0,Nd
148.0,60.0,1078.76,9e-05,1.01e-05,6220.0,1.89e-06,2.12e-07,149.0,Nd
148.0,60.0,1100.77,7e-05,7.1e-06,6220.0,1.47e-06,1.49e-07,149.0,Nd
148.0,60.0,1123.47,2.1e-05,3.02e-06,6220.0,4.41e-07,6.35e-08,149.0,Nd
148.0,60.0,1125.32,4.2e-05,5.05e-06,6220.0,8.82e-07,1.06e-07,149.0,Nd
148.0,60.0,1135.94,3e-06,1.1e-06,6220.0,6.3e-08,2.31e-08,149.0,Nd
148.0,60.0,1141.77,3.7e-06,1.5e-06,6220.0,7.77e-08,3.15e-08,149.0,Nd
148.0,60.0,1141.77,3.7e-06,1.5e-06,6220.0,7.77e-08,3.15e-08,149.0,Nd
148.0,60.0,1150.08,3.3e-05,3.05e-06,6220.0,6.93e-07,6.41e-08,149.0,Nd
148.0,60.0,1156.3,1.5e-06,7e-07,6220.0,3.15e-08,1.47e-08,149.0,Nd
148.0,60.0,1171.97,5.5e-06,1.1e-06,6220.0,1.16e-07,2.31e-08,149.0,Nd
148.0,60.0,1175.75,4.8e-06,1.1e-06,6220.0,1.01e-07,2.31e-08,149.0,Nd
148.0,60.0,1190.28,3.3e-06,7.02e-07,6220.0,6.93e-08,1.47e-08,149.0,Nd
148.0,60.0,1197.84,9.6e-06,1.51e-06,6220.0,2.02e-07,3.17e-08,149.0,Nd
148.0,60.0,1225.67,2.2e-06,7.01e-07,6220.0,4.62e-08,1.47e-08,149.0,Nd
148.0,60.0,1234.12,3.7e-05,5.04e-06,6220.0,7.77e-07,1.06e-07,149.0,Nd
148.0,60.0,1239.5,2.6e-06,7.01e-07,6220.0,5.46e-08,1.47e-08,149.0,Nd
148.0,60.0,1259.62,5.9e-06,1.1e-06,6220.0,1.24e-07,2.31e-08,149.0,Nd
148.0,60.0,1264.02,1.07e-05,1.81e-06,6220.0,2.25e-07,3.8e-08,149.0,Nd
148.0,60.0,1280.28,1.5e-06,7e-07,6220.0,3.15e-08,1.47e-08,149.0,Nd
148.0,60.0,1284.49,2.2e-06,7.01e-07,6220.0,4.62e-08,1.47e-08,149.0,Nd
148.0,60.0,1290.11,5.9e-06,1.1e-06,6220.0,1.24e-07,2.31e-08,149.0,Nd
148.0,60.0,1298.32,1.1e-06,7e-07,6220.0,2.31e-08,1.47e-08,149.0,Nd
148.0,60.0,1307.6,1.5e-06,7e-07,6220.0,3.15e-08,1.47e-08,149.0,Nd
148.0,60.0,1312.13,1.04e-05,1.51e-06,6220.0,2.19e-07,3.17e-08,149.0,Nd
148.0,60.0,1357.26,3e-06,7.02e-07,6220.0,6.3e-08,1.47e-08,149.0,Nd
148.0,60.0,1381.42,3e-06,7.02e-07,6220.0,6.3e-08,1.47e-08,149.0,Nd
148.0,60.0,1448.07,7e-07,4e-07,6220.0,1.47e-08,8.4e-09,149.0,Nd
148.0,60.0,1454.29,1.8e-06,7.01e-07,6220.0,3.78e-08,1.47e-08,149.0,Nd
148.0,60.0,1495.8,2.2e-06,7.01e-07,6220.0,4.62e-08,1.47e-08,149.0,Nd
148.0,60.0,1568.43,7e-07,4e-07,6220.0,1.47e-08,8.4e-09,149.0,Nd
150.0,60.0,31.67,0.0003,4.12e-05,746.0,6.3e-06,8.66e-07,151.0,Nd
150.0,60.0,58.28,0.00025,1.99e-05,746.0,5.25e-06,4.18e-07,151.0,Nd
150.0,60.0,63.81,2.3e-05,1e-05,746.0,4.83e-07,2.1e-07,151.0,Nd
150.0,60.0,68.98,0.00085,4.91e-05,746.0,1.79e-05,1.03e-06,151.0,Nd
150.0,60.0,80.74,0.000161,1.05e-05,746.0,3.38e-06,2.21e-07,151.0,Nd
150.0,60.0,85.12,0.00138,6.12e-05,746.0,2.9e-05,1.29e-06,151.0,Nd
150.0,60.0,86.08,3.6e-05,1.8e-05,746.0,7.56e-07,3.78e-07,151.0,Nd
150.0,60.0,89.96,0.00103,5.28e-05,746.0,2.16e-05,1.11e-06,151.0,Nd
150.0,60.0,94.4,1.07e-05,1.84e-06,746.0,2.25e-07,3.87e-08,151.0,Nd
150.0,60.0,97.87,1e-05,5.01e-06,746.0,2.1e-07,1.05e-07,151.0,Nd
150.0,60.0,100.1,2.3e-05,9.03e-06,746.0,4.83e-07,1.9e-07,151.0,Nd
150.0,60.0,102.45,0.000331,2.11e-05,746.0,6.95e-06,4.43e-07,151.0,Nd
150.0,60.0,104.9,2.7e-05,9.05e-06,746.0,5.67e-07,1.9e-07,151.0,Nd
150.0,60.0,112.15,7.9e-05,1.33e-05,746.0,1.66e-06,2.79e-07,151.0,Nd
150.0,60.0,113.88,6.3e-05,1.81e-05,746.0,1.32e-06,3.8e-07,151.0,Nd
150.0,60.0,116.8,0.0262,0.000965,746.0,0.00055,2.03e-05,151.0,Nd
150.0,60.0,125.74,1.6e-05,1e-05,746.0,3.36e-07,2.1e-07,151.0,Nd
150.0,60.0,138.89,0.00474,0.000212,746.0,9.96e-05,4.45e-06,151.0,Nd
150.0,60.0,149.61,0.000197,1.12e-05,746.0,4.14e-06,2.35e-07,151.0,Nd
150.0,60.0,158.79,6.3e-05,6.36e-06,746.0,1.32e-06,1.34e-07,151.0,Nd
150.0,60.0,163.6,1.3e-05,5.02e-06,746.0,2.73e-07,1.05e-07,151.0,Nd
150.0,60.0,165.99,4.1e-05,6.16e-06,746.0,8.61e-07,1.29e-07,151.0,Nd
150.0,60.0,167.88,7.1e-05,7.39e-06,746.0,1.49e-06,1.55e-07,151.0,Nd
150.0,60.0,169.2,5e-05,7.2e-06,746.0,1.05e-06,1.51e-07,151.0,Nd
150.0,60.0,170.76,0.00027,5.08e-05,746.0,5.67e-06,1.07e-06,151.0,Nd
150.0,60.0,170.76,0.00193,9.53e-05,746.0,4.05e-05,2e-06,151.0,Nd
150.0,60.0,171.4,0.00011,3.02e-05,746.0,2.31e-06,6.35e-07,151.0,Nd
150.0,60.0,175.07,0.00425,0.0002,746.0,8.93e-05,4.2e-06,151.0,Nd
150.0,60.0,176.09,0.000188,1.1e-05,746.0,3.95e-06,2.31e-07,151.0,Nd
150.0,60.0,183.19,0.000304,1.36e-05,746.0,6.39e-06,2.86e-07,151.0,Nd
150.0,60.0,197.27,0.000143,1.02e-05,746.0,3e-06,2.14e-07,151.0,Nd
150.0,60.0,199.68,0.000179,1.08e-05,746.0,3.76e-06,2.27e-07,151.0,Nd
150.0,60.0,206.16,2.9e-05,3.15e-06,746.0,6.09e-07,6.62e-08,151.0,Nd
150.0,60.0,207.7,3e-05,5.1e-06,746.0,6.3e-07,1.07e-07,151.0,Nd
150.0,60.0,211.36,4.6e-05,7.17e-06,746.0,9.66e-07,1.51e-07,151.0,Nd
150.0,60.0,222.18,3.1e-05,9.06e-06,746.0,6.51e-07,1.9e-07,151.0,Nd
150.0,60.0,229.9,2.2e-05,6.05e-06,746.0,4.62e-07,1.27e-07,151.0,Nd
150.0,60.0,232.92,2.2e-05,6.05e-06,746.0,4.62e-07,1.27e-07,151.0,Nd
150.0,60.0,238.63,0.000322,2.1e-05,746.0,6.77e-06,4.41e-07,151.0,Nd
150.0,60.0,239.6,0.00025,1.99e-05,746.0,5.25e-06,4.18e-07,151.0,Nd
150.0,60.0,249.29,0.000223,1.95e-05,746.0,4.69e-06,4.1e-07,151.0,Nd
150.0,60.0,252.23,8.9e-05,9.48e-06,746.0,1.87e-06,1.99e-07,151.0,Nd
150.0,60.0,255.68,0.00992,0.000378,746.0,0.000208,7.94e-06,151.0,Nd
150.0,60.0,263.56,0.00053,3.49e-05,746.0,1.11e-05,7.33e-07,151.0,Nd
150.0,60.0,268.67,0.000107,9.69e-06,746.0,2.25e-06,2.04e-07,151.0,Nd
150.0,60.0,270.89,0.000214,1.94e-05,746.0,4.5e-06,4.08e-07,151.0,Nd
150.0,60.0,275.52,0.000152,1.87e-05,746.0,3.19e-06,3.93e-07,151.0,Nd
150.0,60.0,284.7,2.9e-05,8.06e-06,746.0,6.09e-07,1.69e-07,151.0,Nd
150.0,60.0,292.15,3.8e-05,9.09e-06,746.0,7.98e-07,1.91e-07,151.0,Nd
150.0,60.0,297.3,7e-06,5.01e-06,746.0,1.47e-07,1.05e-07,151.0,Nd
150.0,60.0,300.58,0.00122,5.72e-05,746.0,2.56e-05,1.2e-06,151.0,Nd
150.0,60.0,301.8,4.3e-05,1.21e-05,746.0,9.03e-07,2.54e-07,151.0,Nd
150.0,60.0,310.4,2e-05,7.03e-06,746.0,4.2e-07,1.48e-07,151.0,Nd
150.0,60.0,312.63,0.000161,1.88e-05,746.0,3.38e-06,3.95e-07,151.0,Nd
150.0,60.0,316.56,3.1e-05,6.09e-06,746.0,6.51e-07,1.28e-07,151.0,Nd
150.0,60.0,320.09,0.00041,3.3e-05,746.0,8.61e-06,6.93e-07,151.0,Nd
150.0,60.0,321.06,0.000134,1.01e-05,746.0,2.82e-06,2.12e-07,151.0,Nd
150.0,60.0,323.8,9e-06,5.01e-06,746.0,1.89e-07,1.05e-07,151.0,Nd
150.0,60.0,324.68,0.000322,2.1e-05,746.0,6.77e-06,4.41e-07,151.0,Nd
150.0,60.0,326.3,1.9e-05,6.03e-06,746.0,3.99e-07,1.27e-07,151.0,Nd
150.0,60.0,332.78,0.00046,3.37e-05,746.0,9.66e-06,7.08e-07,151.0,Nd
150.0,60.0,334.65,3.2e-05,1.11e-05,746.0,6.72e-07,2.33e-07,151.0,Nd
150.0,60.0,337.12,2.8e-05,8.05e-06,746.0,5.88e-07,1.69e-07,151.0,Nd
150.0,60.0,341.95,3.9e-05,7.12e-06,746.0,8.19e-07,1.5e-07,151.0,Nd
150.0,60.0,344.99,2.7e-05,6.07e-06,746.0,5.67e-07,1.28e-07,151.0,Nd
150.0,60.0,347.13,0.000268,2.01e-05,746.0,5.63e-06,4.22e-07,151.0,Nd
150.0,60.0,357.0,0.000259,2e-05,746.0,5.44e-06,4.2e-07,151.0,Nd
150.0,60.0,362.7,1.5e-05,6.02e-06,746.0,3.15e-07,1.26e-07,151.0,Nd
150.0,60.0,365.35,5.6e-05,9.19e-06,746.0,1.18e-06,1.93e-07,151.0,Nd
150.0,60.0,366.9,1.8e-05,7.03e-06,746.0,3.78e-07,1.48e-07,151.0,Nd
150.0,60.0,373.57,1.8e-05,9.02e-06,746.0,3.78e-07,1.9e-07,151.0,Nd
150.0,60.0,373.57,5.5e-05,1.12e-05,746.0,1.16e-06,2.35e-07,151.0,Nd
150.0,60.0,377.73,3.7e-05,8.1e-06,746.0,7.77e-07,1.7e-07,151.0,Nd
150.0,60.0,380.1,2.1e-05,8.03e-06,746.0,4.41e-07,1.69e-07,151.0,Nd
150.0,60.0,383.2,1.6e-05,7.02e-06,746.0,3.36e-07,1.47e-07,151.0,Nd
150.0,60.0,391.13,3.1e-05,1.01e-05,746.0,6.51e-07,2.12e-07,151.0,Nd
150.0,60.0,391.7,9e-06,5.01e-06,746.0,1.89e-07,1.05e-07,151.0,Nd
150.0,60.0,394.6,2e-05,8.03e-06,746.0,4.2e-07,1.69e-07,151.0,Nd
150.0,60.0,402.33,0.00017,3.05e-05,746.0,3.57e-06,6.41e-07,151.0,Nd
150.0,60.0,407.55,0.00034,1.45e-05,746.0,7.14e-06,3.05e-07,151.0,Nd
150.0,60.0,413.5,2.7e-05,9.05e-06,746.0,5.67e-07,1.9e-07,151.0,Nd
150.0,60.0,414.63,0.000116,9.8e-06,746.0,2.44e-06,2.06e-07,151.0,Nd
150.0,60.0,415.2,1.8e-05,9.02e-06,746.0,3.78e-07,1.9e-07,151.0,Nd
150.0,60.0,418.4,3.6e-05,6.12e-06,746.0,7.56e-07,1.29e-07,151.0,Nd
150.0,60.0,421.8,9e-05,4.01e-05,746.0,1.89e-06,8.43e-07,151.0,Nd
150.0,60.0,422.6,0.00025,4.09e-05,746.0,5.25e-06,8.59e-07,151.0,Nd
150.0,60.0,423.56,0.00398,0.000156,746.0,8.36e-05,3.28e-06,151.0,Nd
150.0,60.0,423.56,7.1e-05,4.65e-06,746.0,1.49e-06,9.77e-08,151.0,Nd
150.0,60.0,426.47,0.00026,3.12e-05,746.0,5.46e-06,6.56e-07,151.0,Nd
150.0,60.0,427.2,7e-05,3.01e-05,746.0,1.47e-06,6.32e-07,151.0,Nd
150.0,60.0,427.65,0.00013,3.03e-05,746.0,2.73e-06,6.37e-07,151.0,Nd
150.0,60.0,430.2,1.8e-05,5.04e-06,746.0,3.78e-07,1.06e-07,151.0,Nd
150.0,60.0,435.9,9e-06,5.01e-06,746.0,1.89e-07,1.05e-07,151.0,Nd
150.0,60.0,439.22,0.000214,1.15e-05,746.0,4.5e-06,2.42e-07,151.0,Nd
150.0,60.0,444.7,9e-06,9.01e-06,746.0,1.89e-07,1.89e-07,151.0,Nd
150.0,60.0,445.53,7.1e-05,9.31e-06,746.0,1.49e-06,1.96e-07,151.0,Nd
150.0,60.0,446.88,0.000125,9.93e-06,746.0,2.63e-06,2.09e-07,151.0,Nd
150.0,60.0,449.2,2.1e-05,8.03e-06,746.0,4.41e-07,1.69e-07,151.0,Nd
150.0,60.0,454.6,2.8e-05,5.09e-06,746.0,5.88e-07,1.07e-07,151.0,Nd
150.0,60.0,456.68,4.8e-05,5.25e-06,746.0,1.01e-06,1.1e-07,151.0,Nd
150.0,60.0,459.8,3.6e-06,1.8e-06,746.0,7.56e-08,3.78e-08,151.0,Nd
150.0,60.0,460.59,0.000643,2.81e-05,746.0,1.35e-05,5.9e-07,151.0,Nd
150.0,60.0,465.6,1.5e-05,7.02e-06,746.0,3.15e-07,1.47e-07,151.0,Nd
150.0,60.0,479.3,7e-06,5.01e-06,746.0,1.47e-07,1.05e-07,151.0,Nd
150.0,60.0,481.92,3.7e-05,6.13e-06,746.0,7.77e-07,1.29e-07,151.0,Nd
150.0,60.0,486.98,4.6e-05,7.17e-06,746.0,9.66e-07,1.51e-07,151.0,Nd
150.0,60.0,488.18,7.7e-05,7.46e-06,746.0,1.62e-06,1.57e-07,151.0,Nd
150.0,60.0,490.78,6.5e-05,6.38e-06,746.0,1.37e-06,1.34e-07,151.0,Nd
150.0,60.0,492.24,6.7e-05,6.41e-06,746.0,1.41e-06,1.35e-07,151.0,Nd
150.0,60.0,498.0,4e-06,3e-06,746.0,8.4e-08,6.3e-08,151.0,Nd
150.0,60.0,503.8,6e-06,4.01e-06,746.0,1.26e-07,8.43e-08,151.0,Nd
150.0,60.0,507.84,5.6e-05,8.22e-06,746.0,1.18e-06,1.73e-07,151.0,Nd
150.0,60.0,516.21,4.8e-05,8.16e-06,746.0,1.01e-06,1.71e-07,151.0,Nd
150.0,60.0,518.0,3.6e-05,7.1e-06,746.0,7.56e-07,1.49e-07,151.0,Nd
150.0,60.0,524.31,0.00034,1.45e-05,746.0,7.14e-06,3.05e-07,151.0,Nd
150.0,60.0,527.6,1.7e-05,5.03e-06,746.0,3.57e-07,1.06e-07,151.0,Nd
150.0,60.0,531.97,8.1e-05,6.59e-06,746.0,1.7e-06,1.38e-07,151.0,Nd
150.0,60.0,540.6,2.9e-05,6.08e-06,746.0,6.09e-07,1.28e-07,151.0,Nd
150.0,60.0,542.06,0.00034,1.45e-05,746.0,7.14e-06,3.05e-07,151.0,Nd
150.0,60.0,544.61,3.8e-05,6.13e-06,746.0,7.98e-07,1.29e-07,151.0,Nd
150.0,60.0,550.04,0.000411,1.65e-05,746.0,8.64e-06,3.47e-07,151.0,Nd
150.0,60.0,551.1,9e-06,5.01e-06,746.0,1.89e-07,1.05e-07,151.0,Nd
150.0,60.0,562.73,0.000143,1.02e-05,746.0,3e-06,2.14e-07,151.0,Nd
150.0,60.0,573.0,1.1e-05,5.01e-06,746.0,2.31e-07,1.05e-07,151.0,Nd
150.0,60.0,577.36,0.000241,1.21e-05,746.0,5.06e-06,2.54e-07,151.0,Nd
150.0,60.0,580.2,1.1e-05,5.01e-06,746.0,2.31e-07,1.05e-07,151.0,Nd
150.0,60.0,585.22,0.00088,7.6e-05,746.0,1.85e-05,1.6e-06,151.0,Nd
150.0,60.0,589.61,0.000197,1.12e-05,746.0,4.14e-06,2.35e-07,151.0,Nd
150.0,60.0,592.4,1.6e-05,5.03e-06,746.0,3.36e-07,1.06e-07,151.0,Nd
150.0,60.0,596.64,0.000286,2.04e-05,746.0,6.01e-06,4.29e-07,151.0,Nd
150.0,60.0,597.6,0.000143,1.86e-05,746.0,3e-06,3.91e-07,151.0,Nd
150.0,60.0,600.8,1.7e-05,6.03e-06,746.0,3.57e-07,1.27e-07,151.0,Nd
150.0,60.0,602.4,2.6e-05,1.3e-05,746.0,5.46e-07,2.73e-07,151.0,Nd
150.0,60.0,605.8,1.6e-05,5.03e-06,746.0,3.36e-07,1.06e-07,151.0,Nd
150.0,60.0,612.22,5e-05,6.23e-06,746.0,1.05e-06,1.31e-07,151.0,Nd
150.0,60.0,615.9,1.2e-05,5.02e-06,746.0,2.52e-07,1.05e-07,151.0,Nd
150.0,60.0,619.01,0.000223,1.95e-05,746.0,4.69e-06,4.1e-07,151.0,Nd
150.0,60.0,621.3,2.1e-05,6.04e-06,746.0,4.41e-07,1.27e-07,151.0,Nd
150.0,60.0,625.6,2.1e-05,5.05e-06,746.0,4.41e-07,1.06e-07,151.0,Nd
150.0,60.0,629.74,9.8e-05,9.58e-06,746.0,2.06e-06,2.01e-07,151.0,Nd
150.0,60.0,634.0,1.8e-05,5.04e-06,746.0,3.78e-07,1.06e-07,151.0,Nd
150.0,60.0,639.0,1.4e-05,6.02e-06,746.0,2.94e-07,1.26e-07,151.0,Nd
150.0,60.0,643.11,4.5e-05,5.22e-06,746.0,9.45e-07,1.1e-07,151.0,Nd
150.0,60.0,648.4,4e-06,3e-06,746.0,8.4e-08,6.3e-08,151.0,Nd
150.0,60.0,650.8,4e-06,3e-06,746.0,8.4e-08,6.3e-08,151.0,Nd
150.0,60.0,655.0,2.6e-05,5.08e-06,746.0,5.46e-07,1.07e-07,151.0,Nd
150.0,60.0,658.61,0.000491,2.44e-05,746.0,1.03e-05,5.13e-07,151.0,Nd
150.0,60.0,665.21,6.3e-05,7.31e-06,746.0,1.32e-06,1.54e-07,151.0,Nd
150.0,60.0,668.1,1.8e-05,5.04e-06,746.0,3.78e-07,1.06e-07,151.0,Nd
150.0,60.0,670.39,0.000223,1.17e-05,746.0,4.69e-06,2.46e-07,151.0,Nd
150.0,60.0,673.22,6.3e-05,8.27e-06,746.0,1.32e-06,1.74e-07,151.0,Nd
150.0,60.0,676.8,3.6e-05,1.8e-05,746.0,7.56e-07,3.78e-07,151.0,Nd
150.0,60.0,677.88,0.0016,6.69e-05,746.0,3.36e-05,1.41e-06,151.0,Nd
150.0,60.0,682.0,2.1e-05,8.03e-06,746.0,4.41e-07,1.69e-07,151.0,Nd
150.0,60.0,687.5,1.4e-05,5.02e-06,746.0,2.94e-07,1.05e-07,151.0,Nd
150.0,60.0,695.7,2.2e-05,1.1e-05,746.0,4.62e-07,2.31e-07,151.0,Nd
150.0,60.0,702.8,1.3e-05,5.02e-06,746.0,2.73e-07,1.05e-07,151.0,Nd
150.0,60.0,705.85,5.1e-05,5.28e-06,746.0,1.07e-06,1.11e-07,151.0,Nd
150.0,60.0,709.3,5e-06,5e-06,746.0,1.05e-07,1.05e-07,151.0,Nd
150.0,60.0,715.7,2.9e-05,8.06e-06,746.0,6.09e-07,1.69e-07,151.0,Nd
150.0,60.0,719.6,3.1e-05,9.06e-06,746.0,6.51e-07,1.9e-07,151.0,Nd
150.0,60.0,720.3,1.8e-05,9.02e-06,746.0,3.78e-07,1.9e-07,151.0,Nd
150.0,60.0,724.28,0.000125,1.85e-05,746.0,2.63e-06,3.89e-07,151.0,Nd
150.0,60.0,724.28,7.1e-05,1.82e-05,746.0,1.49e-06,3.82e-07,151.0,Nd
150.0,60.0,727.5,7e-06,5.01e-06,746.0,1.47e-07,1.05e-07,151.0,Nd
150.0,60.0,731.9,1.3e-05,5.02e-06,746.0,2.73e-07,1.05e-07,151.0,Nd
150.0,60.0,734.0,6.8e-05,1.81e-05,746.0,1.43e-06,3.8e-07,151.0,Nd
150.0,60.0,736.23,0.00398,0.000161,746.0,8.36e-05,3.38e-06,151.0,Nd
150.0,60.0,739.2,0.00102,4.55e-05,746.0,2.14e-05,9.56e-07,151.0,Nd
150.0,60.0,741.7,3.1e-05,7.08e-06,746.0,6.51e-07,1.49e-07,151.0,Nd
150.0,60.0,744.0,1.8e-05,9.02e-06,746.0,3.78e-07,1.9e-07,151.0,Nd
150.0,60.0,746.5,5e-06,4e-06,746.0,1.05e-07,8.4e-08,151.0,Nd
150.0,60.0,751.0,9e-06,5.01e-06,746.0,1.89e-07,1.05e-07,151.0,Nd
150.0,60.0,753.0,4e-05,1.11e-05,746.0,8.4e-07,2.33e-07,151.0,Nd
150.0,60.0,753.8,1.8e-05,9.02e-06,746.0,3.78e-07,1.9e-07,151.0,Nd
150.0,60.0,755.57,0.000786,3.19e-05,746.0,1.65e-05,6.7e-07,151.0,Nd
150.0,60.0,757.9,2.5e-05,1e-05,746.0,5.25e-07,2.1e-07,151.0,Nd
150.0,60.0,765.4,0.000116,9.8e-06,746.0,2.44e-06,2.06e-07,151.0,Nd
150.0,60.0,767.89,0.000179,1.08e-05,746.0,3.76e-06,2.27e-07,151.0,Nd
150.0,60.0,773.62,0.000179,1.9e-05,746.0,3.76e-06,3.99e-07,151.0,Nd
150.0,60.0,773.62,4.5e-05,9.13e-06,746.0,9.45e-07,1.92e-07,151.0,Nd
150.0,60.0,777.1,1.3e-05,5.02e-06,746.0,2.73e-07,1.05e-07,151.0,Nd
150.0,60.0,780.7,2.4e-05,6.05e-06,746.0,5.04e-07,1.27e-07,151.0,Nd
150.0,60.0,783.4,2.1e-05,6.04e-06,746.0,4.41e-07,1.27e-07,151.0,Nd
150.0,60.0,785.28,9.8e-05,9.58e-06,746.0,2.06e-06,2.01e-07,151.0,Nd
150.0,60.0,787.2,1.3e-05,5.02e-06,746.0,2.73e-07,1.05e-07,151.0,Nd
150.0,60.0,789.95,7.1e-05,9.31e-06,746.0,1.49e-06,1.96e-07,151.0,Nd
150.0,60.0,789.95,3.6e-05,9.08e-06,746.0,7.56e-07,1.91e-07,151.0,Nd
150.0,60.0,792.4,2.6e-05,7.05e-06,746.0,5.46e-07,1.48e-07,151.0,Nd
150.0,60.0,797.53,0.00317,0.000127,746.0,6.66e-05,2.67e-06,151.0,Nd
150.0,60.0,798.2,0.0,0.0003,746.0,0.0,6.3e-06,151.0,Nd
150.0,60.0,801.0,1.6e-05,6.02e-06,746.0,3.36e-07,1.26e-07,151.0,Nd
150.0,60.0,809.23,0.000152,1.87e-05,746.0,3.19e-06,3.93e-07,151.0,Nd
150.0,60.0,812.6,8.4e-05,1.33e-05,746.0,1.76e-06,2.79e-07,151.0,Nd
150.0,60.0,815.4,2.9e-05,9.05e-06,746.0,6.09e-07,1.9e-07,151.0,Nd
150.0,60.0,819.75,7.2e-05,8.36e-06,746.0,1.51e-06,1.76e-07,151.0,Nd
150.0,60.0,823.2,1.5e-05,7.02e-06,746.0,3.15e-07,1.47e-07,151.0,Nd
150.0,60.0,829.16,0.000152,1.03e-05,746.0,3.19e-06,2.16e-07,151.0,Nd
150.0,60.0,837.5,7e-06,4.01e-06,746.0,1.47e-07,8.43e-08,151.0,Nd
150.0,60.0,841.07,0.00051,5.28e-05,746.0,1.07e-05,1.11e-06,151.0,Nd
150.0,60.0,841.07,0.000107,1.84e-05,746.0,2.25e-06,3.87e-07,151.0,Nd
150.0,60.0,847.12,5.9e-05,8.24e-06,746.0,1.24e-06,1.73e-07,151.0,Nd
150.0,60.0,848.0,1.8e-05,9.02e-06,746.0,3.78e-07,1.9e-07,151.0,Nd
150.0,60.0,851.8,8e-05,3.01e-05,746.0,1.68e-06,6.32e-07,151.0,Nd
150.0,60.0,851.8,0.000114,1.74e-05,746.0,2.4e-06,3.66e-07,151.0,Nd
150.0,60.0,853.3,0.00014,3.04e-05,746.0,2.94e-06,6.39e-07,151.0,Nd
150.0,60.0,854.0,3.6e-05,1.8e-05,746.0,7.56e-07,3.78e-07,151.0,Nd
150.0,60.0,858.3,7.1e-05,1.13e-05,746.0,1.49e-06,2.37e-07,151.0,Nd
150.0,60.0,865.9,2.7e-05,9.05e-06,746.0,5.67e-07,1.9e-07,151.0,Nd
150.0,60.0,866.4,5e-05,1.71e-05,746.0,1.05e-06,3.59e-07,151.0,Nd
150.0,60.0,866.4,1.3e-05,9.01e-06,746.0,2.73e-07,1.89e-07,151.0,Nd
150.0,60.0,867.6,4.5e-05,9.13e-06,746.0,9.45e-07,1.92e-07,151.0,Nd
150.0,60.0,870.7,7.1e-05,9.31e-06,746.0,1.49e-06,1.96e-07,151.0,Nd
150.0,60.0,870.7,5.7e-05,9.2e-06,746.0,1.2e-06,1.93e-07,151.0,Nd
150.0,60.0,872.5,9e-06,9.01e-06,746.0,1.89e-07,1.89e-07,151.0,Nd
150.0,60.0,873.1,9e-06,9.01e-06,746.0,1.89e-07,1.89e-07,151.0,Nd
150.0,60.0,874.5,7e-05,8.34e-06,746.0,1.47e-06,1.75e-07,151.0,Nd
150.0,60.0,876.39,0.000259,1.25e-05,746.0,5.44e-06,2.63e-07,151.0,Nd
150.0,60.0,881.14,4.1e-05,6.16e-06,746.0,8.61e-07,1.29e-07,151.0,Nd
150.0,60.0,886.8,2.8e-05,6.07e-06,746.0,5.88e-07,1.28e-07,151.0,Nd
150.0,60.0,889.1,3e-05,6.08e-06,746.0,6.3e-07,1.28e-07,151.0,Nd
150.0,60.0,892.7,4.4e-05,8.13e-06,746.0,9.24e-07,1.71e-07,151.0,Nd
150.0,60.0,897.65,0.000188,1.1e-05,746.0,3.95e-06,2.31e-07,151.0,Nd
150.0,60.0,900.2,9.8e-05,9.58e-06,746.0,2.06e-06,2.01e-07,151.0,Nd
150.0,60.0,904.7,6.3e-05,1.81e-05,746.0,1.32e-06,3.8e-07,151.0,Nd
150.0,60.0,904.7,7.1e-05,1.82e-05,746.0,1.49e-06,3.82e-07,151.0,Nd
150.0,60.0,905.3,2.7e-05,9.05e-06,746.0,5.67e-07,1.9e-07,151.0,Nd
150.0,60.0,912.5,7.1e-05,1.82e-05,746.0,1.49e-06,3.82e-07,151.0,Nd
150.0,60.0,912.5,7.1e-05,1.82e-05,746.0,1.49e-06,3.82e-07,151.0,Nd
150.0,60.0,914.28,0.00062,5.41e-05,746.0,1.3e-05,1.14e-06,151.0,Nd
150.0,60.0,919.93,6.2e-05,9.24e-06,746.0,1.3e-06,1.94e-07,151.0,Nd
150.0,60.0,924.4,9e-06,9.01e-06,746.0,1.89e-07,1.89e-07,151.0,Nd
150.0,60.0,925.5,1.8e-05,9.02e-06,746.0,3.78e-07,1.9e-07,151.0,Nd
150.0,60.0,925.5,7.15e-05,2.56e-06,746.0,1.5e-06,5.38e-08,151.0,Nd
150.0,60.0,930.4,2.7e-05,9.05e-06,746.0,5.67e-07,1.9e-07,151.0,Nd
150.0,60.0,934.04,7.9e-05,1.33e-05,746.0,1.66e-06,2.79e-07,151.0,Nd
150.0,60.0,935.1,9e-06,9.01e-06,746.0,1.89e-07,1.89e-07,151.0,Nd
150.0,60.0,936.8,2.9e-05,1.3e-05,746.0,6.09e-07,2.73e-07,151.0,Nd
150.0,60.0,943.17,0.00025,1.23e-05,746.0,5.25e-06,2.58e-07,151.0,Nd
150.0,60.0,945.5,9e-06,9.01e-06,746.0,1.89e-07,1.89e-07,151.0,Nd
150.0,60.0,949.05,4.5e-05,9.13e-06,746.0,9.45e-07,1.92e-07,151.0,Nd
